n,r,m
"(:women {id: e6097})""""","[:decline_in_Kurzarbeit_share]""""","(:_37_point_4percent {id: e19241})"""""
"(:women {id: e6097})""""","[:during_the_same_period]""""","(:fourth_quarter_of_2019 {id: e538})"""""
"(:women {id: e6097})""""","[:responded_more_often_dont_know_in]""""","(:Eurobarometer_survey {id: e18295})"""""
"(:women {id: e6097})""""","[:contribution_under]""""","(:alternative_calculations {id: e19267})"""""
"(:women {id: e6097})""""","[:smaller_share_in]""""","(:EMU_supporters {id: e18219})"""""
"(:women {id: e6097})""""","[:share_declined_to]""""","(:_37_point_4percent {id: e19241})"""""
"(:women {id: e6097})""""","[:work]""""","(:_40percent {id: e5743})"""""
"(:women {id: e6097})""""","[:accounted_for_decrease_in]""""","(:total_hours_worked {id: e5480})"""""
"(:women {id: e6097})""""","[:among_workers_lost_employment_in]""""","(:employment_loss_in_the_euro_area {id: e19723})"""""
"(:women {id: e6097})""""","[:share_peaked_at]""""","(:_46_point_1percent {id: e19240})"""""
"(:households_with_children_aged_six_or_below {id: e6100})""""","[:prefer]""""","(:preferences_for_working_from_home_WFH {id: e6088})"""""
"(:demographic_characteristics {id: e6101})""""","[:has_associations_with]""""","(:preferences_for_working_from_home_WFH {id: e6088})"""""
"(:statistically_significant_associations {id: e6102})""""","[:describes]""""","(:demographic_characteristics {id: e6101})"""""
"(:changes {id: e6104})""""","[:related_to]""""","(:autonomous_factors {id: e1812})"""""
"(:changes {id: e6104})""""","[:in]""""","(:WFH_patterns {id: e6105})"""""
"(:changes {id: e6104})""""","[:occur_when]""""","(:inflation_outlook {id: e174})"""""
"(:remote_work {id: e6106})""""","[:has]""""","(:demand {id: e1600})"""""
"(:preference {id: e6107})""""","[:may_affect]""""","(:job_search_behavior {id: e6109})"""""
"(:preference {id: e6107})""""","[:for]""""","(:WFH_patterns {id: e6105})"""""
"(:hybrid_WFH_pattern {id: e6108})""""","[:offers_days_of]""""","(:remote_work {id: e6106})"""""
"(:Personal_characteristics {id: e6110})""""","[:determine]""""","(:preference {id: e6107})"""""
"(:long_commute_times {id: e6111})""""","[:prefer]""""","(:remote_work {id: e6106})"""""
"(:ECBs_strategy_review {id: e6112})""""","[:took_place_in]""""","(:_2021 {id: e604})"""""
"(:action_plan {id: e6114})""""","[:to_incorporate]""""","(:climate_change_considerations {id: e6115})"""""
"(:climate_change_considerations {id: e6115})""""","[:as_of]""""","(:October_2022 {id: e5898})"""""
"(:roadmap {id: e6116})""""","[:based_on_objectives]""""","(:finance_for_EU_firms {id: e8688})"""""
"(:roadmap {id: e6116})""""","[:presented_action_points]""""","(:carbon_pricing {id: e6117})"""""
"(:roadmap {id: e6116})""""","[:presented_action_points]""""","(:climate_related_fiscal_policies {id: e6118})"""""
"(:roadmap {id: e6116})""""","[:aims_to_remove]""""","(:structural_and_legal_barriers {id: e8689})"""""
"(:roadmap {id: e6116})""""","[:embraces]""""","(:digitalisation {id: e4241})"""""
"(:roadmap {id: e6116})""""","[:embraces]""""","(:technological_progress {id: e8693})"""""
"(:roadmap {id: e6116})""""","[:aims_to_strengthen]""""","(:global_competitiveness {id: e8695})"""""
"(:roadmap {id: e6116})""""","[:provides_incentives_for]""""","(:retail_savers {id: e8691})"""""
"(:roadmap {id: e6116})""""","[:aims_for_support_of]""""","(:sustainable_economies {id: e8692})"""""
"(:climate_related_fiscal_policies {id: e6118})""""","[:on]""""","(:Eurosystem_Versus_ECB_staff_macroeconomic_projections {id: e6119})"""""
"(:climate_related_fiscal_policies {id: e6118})""""","[:evaluates_impact_on]""""","(:Eurosystem_Versus_ECB_staff_macroeconomic_projections {id: e6119})"""""
"(:climate_related_fiscal_measures {id: e6120})""""","[:included_in]""""","(:December_2022_projections_baseline {id: e6121})"""""
"(:climate_related_fiscal_measures {id: e6120})""""","[:number_of_categories_in]""""","(:three_categories {id: e6134})"""""
"(:green_fiscal_measures {id: e6122})""""","[:provides]""""","(:modest_fiscal_stimulus {id: e6179})"""""
"(:green_fiscal_measures {id: e6122})""""","[:multiplier_effect_of]""""","(:multiplier_effect {id: e6204})"""""
"(:green_fiscal_measures {id: e6122})""""","[:discussed_in_addition_to]""""","(:EU_Emissions_Trading_System {id: e6124})"""""
"(:green_fiscal_measures {id: e6122})""""","[:discussed_in_addition_to]""""","(:non_fiscal_climate_related_measures {id: e6126})"""""
"(:green_fiscal_measures {id: e6122})""""","[:assesses_for]""""","(:inflation {id: e108})"""""
"(:green_fiscal_measures {id: e6122})""""","[:assesses_for]""""","(:output {id: e1048})"""""
"(:green_fiscal_measures {id: e6122})""""","[:used_for_evaluating]""""","(:macroeconomic_impact_of_climate_related_transition_policies {id: e6123})"""""
"(:EU_Emissions_Trading_System {id: e6124})""""","[:poses_risks_to]""""","(:GDP_growth {id: e2041})"""""
"(:EU_Emissions_Trading_System {id: e6124})""""","[:poses_risks_to]""""","(:outlook_for_inflation {id: e6127})"""""
"(:EU_Emissions_Trading_System {id: e6124})""""","[:is_a_policy_of]""""","(:European_Union {id: e1007})"""""
"(:ETS {id: e6125})""""","[:applies_to]""""","(:flights {id: e7501})"""""
"(:ETS {id: e6125})""""","[:covers]""""","(:_45percent_of_the_EUs_greenhouse_gas_emissions {id: e7498})"""""
"(:ETS {id: e6125})""""","[:percentage_covered_of]""""","(:_45percent_of_the_EUs_greenhouse_gas_emissions {id: e7498})"""""
"(:ETS {id: e6125})""""","[:applies_to_sectors]""""","(:power_stations {id: e7499})"""""
"(:ETS {id: e6125})""""","[:applies_to_sectors]""""","(:energy_intensive_industries {id: e7500})"""""
"(:non_fiscal_climate_related_measures {id: e6126})""""","[:poses_risks_to]""""","(:GDP_growth {id: e2041})"""""
"(:non_fiscal_climate_related_measures {id: e6126})""""","[:poses_risks_to]""""","(:outlook_for_inflation {id: e6127})"""""
"(:outlook_for_inflation {id: e6127})""""","[:for]""""","(:_2022 {id: e404})"""""
"(:outlook_for_inflation {id: e6127})""""","[:revised_compared_to]""""","(:ECB_staff_projections {id: e19419})"""""
"(:outlook_for_inflation {id: e6127})""""","[:compared_time]""""","(:March_2021 {id: e8927})"""""
"(:fiscal_measure {id: e6129})""""","[:related_to]""""","(:climate_change_policies {id: e6128})"""""
"(:fiscal_measure {id: e6129})""""","[:impacts]""""","(:climate_change_mitigation {id: e6130})"""""
"(:fiscal_measure {id: e6129})""""","[:impacts]""""","(:climate_change_adaptation {id: e6131})"""""
"(:fiscal_measure {id: e6129})""""","[:can_impact]""""","(:climate_change_mitigation {id: e6130})"""""
"(:fiscal_measure {id: e6129})""""","[:can_impact]""""","(:climate_change_adaptation {id: e6131})"""""
"(:fiscal_measure {id: e6129})""""","[:compensates_for]""""","(:effects_of_extreme_weather_events {id: e6132})"""""
"(:fiscal_measure {id: e6129})""""","[:can_compensate_for]""""","(:effects_of_extreme_weather_events {id: e6132})"""""
"(:fiscal_measure {id: e6129})""""","[:grouped_into]""""","(:three_categories {id: e6134})"""""
"(:fiscal_measure {id: e6129})""""","[:classified_as_part_of]""""","(:climate_change_policies {id: e6128})"""""
"(:first_category {id: e6135})""""","[:labelled_as]""""","(:green {id: e6137})"""""
"(:green {id: e6137})""""","[:include]""""","(:energy_taxes {id: e6141})"""""
"(:green {id: e6137})""""","[:include]""""","(:electric_cars_subsidies {id: e6142})"""""
"(:green {id: e6137})""""","[:include]""""","(:retrofitting_buildings_subsidies {id: e6143})"""""
"(:energy_taxes {id: e6141})""""","[:result_in]""""","(:energy_efficiency {id: e4834})"""""
"(:energy_taxes {id: e6141})""""","[:result_in]""""","(:carbon_emissions_reduction {id: e6138})"""""
"(:energy_taxes {id: e6141})""""","[:result_in]""""","(:carbon_free_mobility {id: e6139})"""""
"(:energy_taxes {id: e6141})""""","[:type_of]""""","(:indirect_taxes {id: e13809})"""""
"(:Second_category_for_measures {id: e6144})""""","[:Labelled_as]""""","(:Detrimental_to_the_green_transition {id: e6145})"""""
"(:Measures {id: e6146})""""","[:Considered_detrimental_because]""""","(:Adverse_impact {id: e6147})"""""
"(:Compensation_measures_for_high_energy_prices {id: e6148})""""","[:Example_of]""""","(:Measures {id: e6146})"""""
"(:Subsidies_for_price_caps {id: e6149})""""","[:Can_decrease]""""","(:Decrease_energy_prices {id: e6151})"""""
"(:Subsidies_for_price_caps {id: e6149})""""","[:Classified_as]""""","(:Compensation_measures_for_high_energy_prices {id: e6148})"""""
"(:Subsidies_for_price_caps {id: e6149})""""","[:Effect_of]""""","(:Decrease_energy_prices {id: e6151})"""""
"(:Cuts_in_energy_taxes {id: e6150})""""","[:Can_decrease]""""","(:Decrease_energy_prices {id: e6151})"""""
"(:Cuts_in_energy_taxes {id: e6150})""""","[:Classified_as]""""","(:Compensation_measures_for_high_energy_prices {id: e6148})"""""
"(:Cuts_in_energy_taxes {id: e6150})""""","[:Effect_of]""""","(:Decrease_energy_prices {id: e6151})"""""
"(:third_category {id: e6152})""""","[:related_to]""""","(:extreme_weather_events {id: e6153})"""""
"(:third_category {id: e6152})""""","[:compensate_for]""""","(:floods {id: e6154})"""""
"(:third_category {id: e6152})""""","[:compensate_for]""""","(:forest_fires {id: e6155})"""""
"(:third_category {id: e6152})""""","[:compensate_for]""""","(:heatwaves {id: e6156})"""""
"(:third_category {id: e6152})""""","[:compensate_for]""""","(:droughts {id: e6157})"""""
"(:extreme_weather_events {id: e6153})""""","[:measures_compensate_for]""""","(:uninsured_private_losses {id: e6160})"""""
"(:extreme_weather_events {id: e6153})""""","[:larger_effect_in]""""","(:countries {id: e1006})"""""
"(:extreme_weather_events {id: e6153})""""","[:measures_include]""""","(:emergency_aid {id: e6158})"""""
"(:extreme_weather_events {id: e6153})""""","[:measures_include]""""","(:destroyed_infrastructure {id: e6159})"""""
"(:droughts {id: e6157})""""","[:aggravated]""""","(:global_supply_shortage_of_semiconductors {id: e19346})"""""
"(:emergency_aid {id: e6158})""""","[:related_to]""""","(:extreme_weather_events {id: e6153})"""""
"(:emergency_aid {id: e6158})""""","[:include]""""","(:destroyed_infrastructure {id: e6159})"""""
"(:emergency_aid {id: e6158})""""","[:include]""""","(:uninsured_private_losses {id: e6160})"""""
"(:fourth_category {id: e6161})""""","[:is_considered]""""","(:climate_neutral {id: e6162})"""""
"(:fourth_category {id: e6161})""""","[:is_considered]""""","(:indeterminate {id: e6163})"""""
"(:VAT_changes {id: e6164})""""","[:is_example_of]""""","(:fourth_category {id: e6161})"""""
"(:cash_transfers_to_households {id: e6165})""""","[:is_example_of]""""","(:fourth_category {id: e6161})"""""
"(:general_subsidies {id: e6166})""""","[:is_example_of]""""","(:fourth_category {id: e6161})"""""
"(:general_subsidies {id: e6166})""""","[:benefits]""""","(:railway_companies {id: e6167})"""""
"(:specific_sectors {id: e6168})""""","[:benefit_from]""""","(:fourth_category {id: e6161})"""""
"(:strategy_review_roadmap {id: e6169})""""","[:does_not_cover]""""","(:climate_policies {id: e6171})"""""
"(:strategy_review_roadmap {id: e6169})""""","[:has_objective_to]""""","(:objective {id: e6170})"""""
"(:strategy_review_roadmap {id: e6169})""""","[:does_not_include]""""","(:non_fiscal_climate_measures {id: e6177})"""""
"(:objective {id: e6170})""""","[:evaluate_impact_of]""""","(:climate_related_fiscal_policies {id: e6118})"""""
"(:climate_policies {id: e6171})""""","[:in]""""","(:euro_area_countries {id: e481})"""""
"(:tax_revenues {id: e6173})""""","[:due_to]""""","(:tax_rate_changes {id: e6174})"""""
"(:tax_revenues {id: e6173})""""","[:included_in]""""","(:Eurosystem_Versus_ECB_staff_projections {id: e6172})"""""
"(:tax_revenues {id: e6173})""""","[:excludes_due_to]""""","(:prices {id: e2517})"""""
"(:non_fiscal_climate_measures {id: e6177})""""","[:like]""""","(:regulation {id: e6178})"""""
"(:regulation {id: e6178})""""","[:applied_to]""""","(:real_estate_sector {id: e11564})"""""
"(:regulation {id: e6178})""""","[:applied_to]""""","(:fintech_companies {id: e11683})"""""
"(:regulation {id: e6178})""""","[:addresses]""""","(:risks {id: e615})"""""
"(:regulation {id: e6178})""""","[:put_downward_pressure_on]""""","(:HICP_energy {id: e6207})"""""
"(:regulation {id: e6178})""""","[:not_fully_understood_interactions_with]""""","(:landscape_of_corporate_debt_financing {id: e20835})"""""
"(:modest_fiscal_stimulus {id: e6179})""""","[:is_strongest_in]""""","(:_2022 {id: e404})"""""
"(:current_fiscal_measures {id: e6180})""""","[:expected_effect_in]""""","(:euro_area {id: e375})"""""
"(:current_fiscal_measures {id: e6180})""""","[:expected_effect_related_to]""""","(:extreme_weather_events {id: e6153})"""""
"(:_2021_floods {id: e6182})""""","[:occurred_in]""""","(:Germany {id: e1055})"""""
"(:_2021_floods {id: e6182})""""","[:occurred_in]""""","(:Luxembourg {id: e2924})"""""
"(:_2021_floods {id: e6182})""""","[:occurred_in]""""","(:Belgium {id: e3076})"""""
"(:_2021_floods {id: e6182})""""","[:occurred_in]""""","(:the_Netherlands {id: e6185})"""""
"(:the_Netherlands {id: e6185})""""","[:exhibits]""""","(:homogenous_regional_attitudes {id: e18273})"""""
"(:the_Netherlands {id: e6185})""""","[:decline_in]""""","(:first_quarter_of_2023 {id: e5459})"""""
"(:the_Netherlands {id: e6185})""""","[:is_part_of]""""","(:financial_centres_group {id: e7721})"""""
"(:the_Netherlands {id: e6185})""""","[:exception_to]""""","(:statutory_corporate_tax_rates {id: e7665})"""""
"(:the_Netherlands {id: e6185})""""","[:show_support_for]""""","(:EMU {id: e8385})"""""
"(:the_Netherlands {id: e6185})""""","[:major_travel_destination]""""","(:several_euro_area_countries {id: e17839})"""""
"(:the_Netherlands {id: e6185})""""","[:shows_small_difference_in_trust_levels_in]""""","(:ECB {id: e849})"""""
"(:the_Netherlands {id: e6185})""""","[:maintained_high_support_for]""""","(:EMU {id: e8385})"""""
"(:the_Netherlands {id: e6185})""""","[:employers_receive_subsidy]""""","(:employers {id: e9586})"""""
"(:the_Netherlands {id: e6185})""""","[:has_difference]""""","(:respondents {id: e5467})"""""
"(:the_Netherlands {id: e6185})""""","[:exception_in_deterioration_of]""""","(:internal_financing_sources {id: e17987})"""""
"(:the_Netherlands {id: e6185})""""","[:record_higher_shares_in]""""","(:intra_euro_area_exports {id: e17843})"""""
"(:the_Netherlands {id: e6185})""""","[:electricity_produced_by]""""","(:electricity_produced_from_renewable_sources {id: e20689})"""""
"(:climate_impact_of_green_fiscal_measures {id: e6186})""""","[:not_necessarily_proportional_to]""""","(:macroeconomic_impact {id: e6187})"""""
"(:macroeconomic_impact {id: e6187})""""","[:of]""""","(:recovery_package {id: e9694})"""""
"(:carbon_taxation {id: e6188})""""","[:used_to_finance]""""","(:climate_related_expenditures {id: e6189})"""""
"(:Fiscal_measures_detrimental_to_green_transition {id: e6190})""""","[:outweigh]""""","(:green_fiscal_measures {id: e6122})"""""
"(:Fiscal_measures_detrimental_to_green_transition {id: e6190})""""","[:expected_to_expire_after]""""","(:_2023 {id: e3732})"""""
"(:Large_energy_support_measures {id: e6191})""""","[:form_the_bulk_of]""""","(:Fiscal_measures_detrimental_to_green_transition {id: e6190})"""""
"(:cuts_in_energy_taxes {id: e6192})""""","[:is_an_example_of]""""","(:Large_energy_support_measures {id: e6191})"""""
"(:fiscal_subsidies_for_energy_price_ceilings {id: e6193})""""","[:is_an_example_of]""""","(:Large_energy_support_measures {id: e6191})"""""
"(:euro_area_governments {id: e6194})""""","[:adopted]""""","(:Fiscal_measures_detrimental_to_green_transition {id: e6190})"""""
"(:euro_area_governments {id: e6194})""""","[:adopted]""""","(:fiscal_policy_measures {id: e14045})"""""
"(:euro_area_governments {id: e6194})""""","[:subject_of_improvement]""""","(:economic_efficiency {id: e14147})"""""
"(:euro_area_governments {id: e6194})""""","[:implement]""""","(:inflation_compensation_measures {id: e13930})"""""
"(:euro_area_governments {id: e6194})""""","[:adopted_in_response_to]""""","(:energy_crisis {id: e5094})"""""
"(:euro_area_governments {id: e6194})""""","[:mitigated]""""","(:pressures_on_consumer_energy_prices {id: e15840})"""""
"(:euro_area_governments {id: e6194})""""","[:provided_support]""""","(:liquidity_support {id: e2856})"""""
"(:Energy_price_compensation_measures {id: e6195})""""","[:not_classified_as_detrimental]""""","(:Fiscal_measures_detrimental_to_green_transition {id: e6190})"""""
"(:transfers_to_households {id: e6196})""""","[:example_of]""""","(:Energy_price_compensation_measures {id: e6195})"""""
"(:green_measures {id: e6197})""""","[:expected_impact_on]""""","(:euro_area_real_GDP_growth {id: e3635})"""""
"(:green_measures {id: e6197})""""","[:impact_timing]""""","(:projection_horizon {id: e1676})"""""
"(:aggregate_stimulus {id: e6200})""""","[:strength_timing]""""","(:_2022 {id: e404})"""""
"(:measures_on_the_revenue_side {id: e6202})""""","[:tend_to_be]""""","(:contractionary {id: e6203})"""""
"(:multiplier_effect {id: e6204})""""","[:according_to]""""","(:December_2022_projections {id: e6205})"""""
"(:mix_of_green_measures {id: e6206})""""","[:expansionary_throughout]""""","(:projection_horizon {id: e1676})"""""
"(:HICP_energy {id: e6207})""""","[:impacted_by]""""","(:consumer_gas_and_electricity_prices {id: e20575})"""""
"(:HICP_energy {id: e6207})""""","[:has_component]""""","(:wholesale_energy_component {id: e20670})"""""
"(:HICP_energy {id: e6207})""""","[:has_component]""""","(:network_costs_and_charges {id: e20671})"""""
"(:HICP_energy {id: e6207})""""","[:has_component]""""","(:tax_component {id: e20672})"""""
"(:HICP_energy {id: e6207})""""","[:weight_in]""""","(:_2022 {id: e404})"""""
"(:HICP_energy {id: e6207})""""","[:weight_in]""""","(:_2020 {id: e520})"""""
"(:HICP_energy {id: e6207})""""","[:weight_in]""""","(:_2021 {id: e604})"""""
"(:HICP_energy {id: e6207})""""","[:weight_in]""""","(:euro_area_HICP {id: e4457})"""""
"(:HICP_energy {id: e6207})""""","[:weight_is]""""","(:_9_point_8percent {id: e3852})"""""
"(:HICP_energy {id: e6207})""""","[:weight_is]""""","(:_9_point_5percent {id: e10571})"""""
"(:HICP_energy {id: e6207})""""","[:weight_is]""""","(:_10_point_9percent {id: e14534})"""""
"(:EU_ETS_price_increases {id: e6209})""""","[:imply]""""","(:services_inflation {id: e1994})"""""
"(:EU_ETS_price_increases {id: e6209})""""","[:imply]""""","(:non_energy_industrial_goods {id: e2780})"""""
"(:EU_ETS_price_increases {id: e6209})""""","[:imply]""""","(:HICP_energy {id: e6207})"""""
"(:futures_curves {id: e6210})""""","[:associated_with]""""","(:EU_ETS_price_increases {id: e6209})"""""
"(:futures_curves {id: e6210})""""","[:characterized_by]""""","(:downward_sloping {id: e20746})"""""
"(:futures_curves {id: e6210})""""","[:has_impact_on]""""","(:inflation_outlook {id: e174})"""""
"(:planned_changes {id: e6211})""""","[:imply]""""","(:EU_ETS_price_increases {id: e6209})"""""
"(:EU_ETS {id: e6212})""""","[:associated_with]""""","(:planned_changes {id: e6211})"""""
"(:EU_ETS {id: e6212})""""","[:as]""""","(:decarbonisation_tool {id: e16142})"""""
"(:separate_EU_ETS {id: e6214})""""","[:impact_on]""""","(:HICP_energy {id: e6207})"""""
"(:separate_EU_ETS {id: e6214})""""","[:impact_on]""""","(:headline_HICP {id: e6213})"""""
"(:building_emissions {id: e6215})""""","[:associated_with]""""","(:separate_EU_ETS {id: e6214})"""""
"(:transport_emissions {id: e6216})""""","[:associated_with]""""","(:separate_EU_ETS {id: e6214})"""""
"(:transport_emissions {id: e6216})""""","[:phased_in_after]""""","(:_2025 {id: e408})"""""
"(:current_projection_horizon {id: e6217})""""","[:before]""""","(:_2025 {id: e408})"""""
"(:pace_of_renewables_capacity_increase {id: e6220})""""","[:present_downside_risk_to]""""","(:energy_prices {id: e3312})"""""
"(:EU_electricity_market_reform {id: e6221})""""","[:present_downside_risk_to]""""","(:energy_prices {id: e3312})"""""
"(:policy_makers {id: e6223})""""","[:hoping_to_achieve]""""","(:Fit_for_55 {id: e6224})"""""
"(:Fit_for_55 {id: e6224})""""","[:due_to]""""","(:green_investment_needs {id: e6234})"""""
"(:Fit_for_55 {id: e6224})""""","[:impact_on]""""","(:real_GDP {id: e3189})"""""
"(:Fit_for_55 {id: e6224})""""","[:aims_to_reduce]""""","(:economic_damage {id: e6241})"""""
"(:Fit_for_55 {id: e6224})""""","[:potential_impact_on]""""","(:potential_growth {id: e3255})"""""
"(:Fit_for_55 {id: e6224})""""","[:spur]""""","(:European_economy {id: e6227})"""""
"(:Fit_for_55 {id: e6224})""""","[:help_to_avoid]""""","(:economic_losses {id: e6226})"""""
"(:Fit_for_55 {id: e6224})""""","[:designed_to_offer]""""","(:non_economic_benefits {id: e6225})"""""
"(:Fit_for_55 {id: e6224})""""","[:foster]""""","(:structural_transformation {id: e6243})"""""
"(:Fit_for_55 {id: e6224})""""","[:include_benefits]""""","(:macroeconomic_effects {id: e6231})"""""
"(:Fit_for_55 {id: e6224})""""","[:reinforces_role_of]""""","(:EU_ETS {id: e6212})"""""
"(:economic_losses {id: e6226})""""","[:risks_in]""""","(:European_economy {id: e6227})"""""
"(:economic_losses {id: e6226})""""","[:decline_scenario]""""","(:mild_scenario {id: e2364})"""""
"(:economic_losses {id: e6226})""""","[:decline_scenario]""""","(:severe_scenario {id: e10281})"""""
"(:economic_losses {id: e6226})""""","[:decline_scenario]""""","(:medium_scenario {id: e14890})"""""
"(:economic_losses {id: e6226})""""","[:expected_decline_by]""""","(:June {id: e1136})"""""
"(:economic_losses {id: e6226})""""","[:expected_decline_by]""""","(:mid_May {id: e14923})"""""
"(:economic_losses {id: e6226})""""","[:expected_decline_by]""""","(:end_of_May {id: e14924})"""""
"(:European_economy {id: e6227})""""","[:perceived_as_very_bad_in]""""","(:late_2019 {id: e6762})"""""
"(:macroeconomic_effects {id: e6231})""""","[:from]""""","(:climate_incidents {id: e6232})"""""
"(:macroeconomic_effects {id: e6231})""""","[:offset_by]""""","(:compensatory_cuts_to_energy_taxes {id: e7570})"""""
"(:macroeconomic_effects {id: e6231})""""","[:aggregated_at]""""","(:euro_area {id: e375})"""""
"(:complementary_policy_action {id: e6236})""""","[:necessary_for]""""","(:incentives {id: e6237})"""""
"(:complementary_policy_action {id: e6236})""""","[:support]""""","(:resource_allocation {id: e6240})"""""
"(:complementary_policy_action {id: e6236})""""","[:spur]""""","(:green_investment {id: e6238})"""""
"(:incentives {id: e6237})""""","[:calibrates_risk_for]""""","(:intermediaries {id: e15596})"""""
"(:incentives {id: e6237})""""","[:to_spur]""""","(:innovation {id: e6239})"""""
"(:incentives {id: e6237})""""","[:to_be_strengthened_by]""""","(:private_investors {id: e12038})"""""
"(:economic_damage {id: e6241})""""","[:from]""""","(:climate_change {id: e6242})"""""
"(:climate_change {id: e6242})""""","[:impact_on]""""","(:investment {id: e1158})"""""
"(:climate_change {id: e6242})""""","[:impact_on]""""","(:economic_activity {id: e1381})"""""
"(:climate_change {id: e6242})""""","[:impact_on]""""","(:prices {id: e2517})"""""
"(:climate_change {id: e6242})""""","[:impact_on]""""","(:costs {id: e2518})"""""
"(:climate_change {id: e6242})""""","[:catalyst_for_changes_to]""""","(:production_structures {id: e20334})"""""
"(:climate_change {id: e6242})""""","[:catalyst_for_changes_to]""""","(:market_structures {id: e20335})"""""
"(:structural_transformation {id: e6243})""""","[:towards]""""","(:European_economy {id: e6227})"""""
"(:Eurosystem_and_ECB_staff_short_term_inflation_projections {id: e6244})""""","[:located_in]""""","(:euro_area {id: e375})"""""
"(:Eurosystem_and_ECB_staff_short_term_inflation_projections {id: e6244})""""","[:deteriorated_due_to]""""","(:Russias_invasion_of_Ukraine {id: e6246})"""""
"(:accuracy {id: e6245})""""","[:pertains_to]""""","(:Eurosystem_and_ECB_staff_short_term_inflation_projections {id: e6244})"""""
"(:accuracy {id: e6245})""""","[:improves_with]""""","(:new_information {id: e8255})"""""
"(:euro_area_inflation_surprises {id: e6247})""""","[:occurred_in]""""","(:_2022 {id: e404})"""""
"(:euro_area_inflation_surprises {id: e6247})""""","[:occurred_in]""""","(:_2021 {id: e604})"""""
"(:April_2022 {id: e6249})""""","[:compared_with]""""","(:March_2022 {id: e10506})"""""
"(:April_2022 {id: e6249})""""","[:has_an_unemployment_rate]""""","(:unemployment_rate {id: e1752})"""""
"(:performance {id: e6250})""""","[:about]""""","(:Eurosystem_and_ECB_staff_short_term_inflation_projections {id: e6244})"""""
"(:performance {id: e6250})""""","[:observed_for]""""","(:next_quarter {id: e6251})"""""
"(:energy_and_food_commodity_prices {id: e6252})""""","[:experienced]""""","(:spikes {id: e2304})"""""
"(:Russia_invading_Ukraine {id: e6254})""""","[:occurred_in]""""","(:February {id: e1135})"""""
"(:magnitude_of_errors {id: e6255})""""","[:observed_in]""""","(:subsequent_quarters {id: e6256})"""""
"(:magnitude_of_errors {id: e6255})""""","[:observed_after]""""","(:Russias_invasion_of_Ukraine {id: e6246})"""""
"(:magnitude_of_errors {id: e6255})""""","[:reduced_despite_surprises]""""","(:euro_area_inflation_surprises {id: e6247})"""""
"(:magnitude_of_projection_errors {id: e6257})""""","[:observed_in]""""","(:last_quarter_of_2022 {id: e5403})"""""
"(:magnitude_of_projection_errors {id: e6257})""""","[:back_within]""""","(:range_of_absolute_projection_errors {id: e6258})"""""
"(:range_of_absolute_projection_errors {id: e6258})""""","[:observed_before]""""","(:pandemic {id: e1589})"""""
"(:Eurosystem_Versus_ECB {id: e6259})""""","[:has_projections_in]""""","(:middle_of_the_range_of_projections {id: e6260})"""""
"(:information_set {id: e6261})""""","[:is_considered_for]""""","(:forecast {id: e792})"""""
"(:HICP_data {id: e6264})""""","[:is_an_important_indicator_for]""""","(:forecast {id: e792})"""""
"(:data_available {id: e6266})""""","[:explains_variations_in]""""","(:forecast_performance {id: e6267})"""""
"(:forecast_performance {id: e6267})""""","[:has_variations_in]""""","(:_2022 {id: e404})"""""
"(:forecast_performance {id: e6267})""""","[:sensitive_to]""""","(:structural_changes {id: e2468})"""""
"(:forecast_performance {id: e6267})""""","[:evaluation_of]""""","(:models {id: e3186})"""""
"(:inflation_projections {id: e6269})""""","[:associated_with]""""","(:inflation {id: e108})"""""
"(:inflation_projections {id: e6269})""""","[:contributed_by]""""","(:Stronger_than_expected_inflation {id: e16097})"""""
"(:inflation_projections {id: e6269})""""","[:contributed_by]""""","(:recovery_in_economic_activity {id: e16098})"""""
"(:inflation_projections {id: e6269})""""","[:revised_due_to]""""","(:energy_price_guarantee {id: e21316})"""""
"(:inflation_projections {id: e6269})""""","[:errors_aside_from]""""","(:energy_prices {id: e3312})"""""
"(:inflation_projections {id: e6269})""""","[:revision_contributed_by]""""","(:energy_price_guarantee {id: e21316})"""""
"(:energy_commodity_prices {id: e6270})""""","[:since_time]""""","(:_2014 {id: e1015})"""""
"(:energy_commodity_prices {id: e6270})""""","[:is_an_important_indicator_for]""""","(:forecast {id: e792})"""""
"(:energy_commodity_prices {id: e6270})""""","[:related_to_drop_in]""""","(:oil_and_gas_prices {id: e20582})"""""
"(:staff_forecasting_models {id: e6273})""""","[:improvement]""""","(:Eurosystem_technical_forums {id: e6274})"""""
"(:uncertainty_surrounding_baseline_projections {id: e6275})""""","[:related_to]""""","(:exceptional_shocks {id: e6277})"""""
"(:uncertainty_surrounding_baseline_projections {id: e6275})""""","[:important_for]""""","(:periods {id: e6276})"""""
"(:projection_errors {id: e6278})""""","[:relates_to]""""","(:assumptions {id: e4754})"""""
"(:projection_errors {id: e6278})""""","[:relates_to]""""","(:limits_of_models {id: e6279})"""""
"(:projection_errors {id: e6278})""""","[:relates_to]""""","(:transmission_of_shocks {id: e6280})"""""
"(:projection_errors {id: e6278})""""","[:relates_to]""""","(:future_evolution {id: e6282})"""""
"(:transmission_of_shocks {id: e6280})""""","[:impacts]""""","(:euro_area_economy {id: e1548})"""""
"(:February_2022 {id: e6283})""""","[:time_of]""""","(:Russian_invasion_of_Ukraine {id: e5956})"""""
